fecha,hora,demanda_kw
2024-02-14,18,199.03
2024-02-14,19,191.3
2024-02-14,20,173.96
2024-02-14,21,153.5
2024-02-14,22,124.9
2024-02-14,23,103.53
2024-02-15,0,95.5
2024-02-15,1,89.53
2024-02-15,2,85.11
2024-02-15,3,78.19
2024-02-15,4,76.77
2024-02-15,5,82.72
2024-02-15,6,97.61
2024-02-15,7,114.07
2024-02-15,8,133.45
2024-02-15,9,158.12
2024-02-15,10,190.12
2024-02-15,11,198.49
2024-02-15,12,203.5
2024-02-15,13,195.22
2024-02-15,14,181.83
2024-02-15,15,173.27
2024-02-15,16,182.59
2024-02-15,17,188.82
2024-02-15,18,210.76
2024-02-15,19,192.44
2024-02-15,20,176.08
2024-02-15,21,156.27
2024-02-15,22,120.75
2024-02-15,23,102.95
2024-02-16,0,98.59
2024-02-16,1,87.56
2024-02-16,2,78.69
2024-02-16,3,78.45
2024-02-16,4,77.25
2024-02-16,5,81.37
2024-02-16,6,96.72
2024-02-16,7,110.48
2024-02-16,8,131.72
2024-02-16,9,165.34
2024-02-16,10,190.63
2024-02-16,11,201.53
2024-02-16,12,212.5
2024-02-16,13,194.03
2024-02-16,14,185.58
2024-02-16,15,173.55
2024-02-16,16,177.81
2024-02-16,17,190.85
2024-02-16,18,203.03
2024-02-16,19,195.52
2024-02-16,20,172.73
2024-02-16,21,151.17
2024-02-16,22,118.9
2024-02-16,23,102.69
2024-02-17,0,87.38
2024-02-17,1,79.15
2024-02-17,2,74.62
2024-02-17,3,71.97
2024-02-17,4,70.0
2024-02-17,5,74.38
2024-02-17,6,84.32
2024-02-17,7,103.3
2024-02-17,8,119.98
2024-02-17,9,149.12
2024-02-17,10,173.67
2024-02-17,11,175.84
2024-02-17,12,184.09
2024-02-17,13,174.07
2024-02-17,14,165.98
2024-02-17,15,151.29
2024-02-17,16,170.47
2024-02-17,17,172.07
2024-02-17,18,181.58
2024-02-17,19,178.62
2024-02-17,20,152.35
2024-02-17,21,135.76
2024-02-17,22,109.71
2024-02-17,23,92.38
2024-02-18,0,88.06
2024-02-18,1,77.68
2024-02-18,2,73.81
2024-02-18,3,72.99
2024-02-18,4,70.0
2024-02-18,5,74.77
2024-02-18,6,88.35
2024-02-18,7,102.46
2024-02-18,8,120.53
2024-02-18,9,148.09
2024-02-18,10,161.95
2024-02-18,11,182.32
2024-02-18,12,189.11
2024-02-18,13,171.81
2024-02-18,14,173.34
2024-02-18,15,156.14
2024-02-18,16,160.0
2024-02-18,17,171.7
2024-02-18,18,181.13
2024-02-18,19,175.73
2024-02-18,20,158.07
2024-02-18,21,137.47
2024-02-18,22,110.99
2024-02-18,23,93.25
2024-02-19,0,95.44
2024-02-19,1,87.49
2024-02-19,2,84.2
2024-02-19,3,80.61
2024-02-19,4,75.52
2024-02-19,5,84.82
2024-02-19,6,96.81
2024-02-19,7,115.25
2024-02-19,8,135.71
2024-02-19,9,166.58
2024-02-19,10,188.64
2024-02-19,11,198.4
2024-02-19,12,200.39
2024-02-19,13,195.57
2024-02-19,14,179.03
2024-02-19,15,177.25
2024-02-19,16,180.49
2024-02-19,17,182.56
2024-02-19,18,195.84
2024-02-19,19,197.43
2024-02-19,20,171.83
2024-02-19,21,154.79
2024-02-19,22,119.33
2024-02-19,23,101.47
2024-02-20,0,95.72
2024-02-20,1,86.61
2024-02-20,2,81.63
2024-02-20,3,82.78
2024-02-20,4,76.89
2024-02-20,5,82.84
2024-02-20,6,96.08
2024-02-20,7,113.94
2024-02-20,8,134.79
2024-02-20,9,163.49
2024-02-20,10,189.76
2024-02-20,11,201.29
2024-02-20,12,210.74
2024-02-20,13,190.71
2024-02-20,14,184.25
2024-02-20,15,176.77
2024-02-20,16,180.26
2024-02-20,17,185.38
2024-02-20,18,202.25
2024-02-20,19,198.11
2024-02-20,20,174.08
2024-02-20,21,156.74
2024-02-20,22,120.88
2024-02-20,23,100.6
2024-02-21,0,99.23
2024-02-21,1,89.46
2024-02-21,2,80.82
2024-02-21,3,81.15
2024-02-21,4,76.47
2024-02-21,5,82.94
2024-02-21,6,98.78
2024-02-21,7,115.55
2024-02-21,8,135.05
2024-02-21,9,162.64
2024-02-21,10,182.33
2024-02-21,11,199.8
2024-02-21,12,210.15
2024-02-21,13,200.24
2024-02-21,14,187.17
2024-02-21,15,174.96
2024-02-21,16,176.43
2024-02-21,17,193.47
2024-02-21,18,197.59
2024-02-21,19,195.2
2024-02-21,20,174.99
2024-02-21,21,155.94
2024-02-21,22,123.24
2024-02-21,23,104.99
2024-02-22,0,99.86
2024-02-22,1,86.39
2024-02-22,2,79.33
2024-02-22,3,80.17
2024-02-22,4,76.12
2024-02-22,5,81.11
2024-02-22,6,94.16
2024-02-22,7,114.83
2024-02-22,8,137.51
2024-02-22,9,169.7
2024-02-22,10,178.05
2024-02-22,11,198.5
2024-02-22,12,199.88
2024-02-22,13,192.6
2024-02-22,14,189.42
2024-02-22,15,175.62
2024-02-22,16,176.25
2024-02-22,17,191.91
2024-02-22,18,202.12
2024-02-22,19,192.22
2024-02-22,20,178.76
2024-02-22,21,154.54
2024-02-22,22,127.28
2024-02-22,23,105.55
2024-02-23,0,97.23
2024-02-23,1,86.94
2024-02-23,2,82.16
2024-02-23,3,79.28
2024-02-23,4,73.36
2024-02-23,5,80.32
2024-02-23,6,99.4
2024-02-23,7,109.99
2024-02-23,8,133.14
2024-02-23,9,162.43
2024-02-23,10,182.92
2024-02-23,11,201.1
2024-02-23,12,208.89
2024-02-23,13,200.59
2024-02-23,14,181.58
2024-02-23,15,170.88
2024-02-23,16,182.66
2024-02-23,17,188.33
2024-02-23,18,201.3
2024-02-23,19,196.34
2024-02-23,20,181.08
2024-02-23,21,150.4
2024-02-23,22,127.73
2024-02-23,23,102.73
2024-02-24,0,87.42
2024-02-24,1,77.64
2024-02-24,2,77.03
2024-02-24,3,71.66
2024-02-24,4,71.17
2024-02-24,5,73.54
2024-02-24,6,85.66
2024-02-24,7,97.69
2024-02-24,8,116.1
2024-02-24,9,150.37
2024-02-24,10,167.23
2024-02-24,11,174.12
2024-02-24,12,186.06
2024-02-24,13,175.24
2024-02-24,14,176.1
2024-02-24,15,156.54
2024-02-24,16,167.97
2024-02-24,17,168.36
2024-02-24,18,182.79
2024-02-24,19,176.72
2024-02-24,20,164.85
2024-02-24,21,138.93
2024-02-24,22,113.11
2024-02-24,23,91.68
2024-02-25,0,90.17
2024-02-25,1,79.43
2024-02-25,2,74.0
2024-02-25,3,72.01
2024-02-25,4,70.0
2024-02-25,5,73.47
2024-02-25,6,88.36
2024-02-25,7,102.8
2024-02-25,8,118.04
2024-02-25,9,145.6
2024-02-25,10,164.01
2024-02-25,11,175.05
2024-02-25,12,184.33
2024-02-25,13,174.21
2024-02-25,14,157.65
2024-02-25,15,160.59
2024-02-25,16,165.25
2024-02-25,17,175.36
2024-02-25,18,180.76
2024-02-25,19,172.94
2024-02-25,20,155.1
2024-02-25,21,137.81
2024-02-25,22,110.38
2024-02-25,23,96.01
2024-02-26,0,98.87
2024-02-26,1,91.02
2024-02-26,2,82.43
2024-02-26,3,82.37
2024-02-26,4,76.76
2024-02-26,5,82.6
2024-02-26,6,94.32
2024-02-26,7,110.27
2024-02-26,8,132.86
2024-02-26,9,167.79
2024-02-26,10,183.26
2024-02-26,11,194.43
2024-02-26,12,209.42
2024-02-26,13,200.76
2024-02-26,14,178.31
2024-02-26,15,173.18
2024-02-26,16,179.32
2024-02-26,17,189.96
2024-02-26,18,198.27
2024-02-26,19,196.53
2024-02-26,20,178.49
2024-02-26,21,155.54
2024-02-26,22,123.07
2024-02-26,23,100.93
2024-02-27,0,96.21
2024-02-27,1,89.62
2024-02-27,2,83.48
2024-02-27,3,80.75
2024-02-27,4,77.72
2024-02-27,5,82.35
2024-02-27,6,94.5
2024-02-27,7,112.05
2024-02-27,8,133.36
2024-02-27,9,165.35
2024-02-27,10,179.92
2024-02-27,11,196.87
2024-02-27,12,211.83
2024-02-27,13,196.66
2024-02-27,14,187.24
2024-02-27,15,172.63
2024-02-27,16,184.59
2024-02-27,17,195.4
2024-02-27,18,197.29
2024-02-27,19,197.95
2024-02-27,20,175.4
2024-02-27,21,155.33
2024-02-27,22,122.74
2024-02-27,23,103.09
2024-02-28,0,97.42
2024-02-28,1,86.08
2024-02-28,2,81.51
2024-02-28,3,79.46
2024-02-28,4,77.7
2024-02-28,5,81.6
2024-02-28,6,99.36
2024-02-28,7,109.87
2024-02-28,8,132.92
2024-02-28,9,163.23
2024-02-28,10,181.63
2024-02-28,11,193.97
2024-02-28,12,211.67
2024-02-28,13,192.52
2024-02-28,14,180.85
2024-02-28,15,171.06
2024-02-28,16,175.74
2024-02-28,17,193.7
2024-02-28,18,207.84
2024-02-28,19,198.27
2024-02-28,20,169.06
2024-02-28,21,154.73
2024-02-28,22,121.02
2024-02-28,23,100.94
2024-02-29,0,98.83
2024-02-29,1,84.91
2024-02-29,2,83.08
2024-02-29,3,79.92
2024-02-29,4,76.22
2024-02-29,5,82.65
2024-02-29,6,97.18
2024-02-29,7,114.66
2024-02-29,8,131.48
2024-02-29,9,162.26
2024-02-29,10,189.11
2024-02-29,11,192.81
2024-02-29,12,204.84
2024-02-29,13,201.42
2024-02-29,14,191.25
2024-02-29,15,175.85
2024-02-29,16,166.58
2024-02-29,17,184.51
2024-02-29,18,198.3
2024-02-29,19,191.87
2024-02-29,20,176.46
2024-02-29,21,153.81
2024-02-29,22,121.24
2024-02-29,23,105.55
2024-03-01,0,93.2
2024-03-01,1,82.4
2024-03-01,2,85.46
2024-03-01,3,77.98
2024-03-01,4,73.8
2024-03-01,5,80.04
2024-03-01,6,97.37
2024-03-01,7,110.85
2024-03-01,8,129.34
2024-03-01,9,155.81
2024-03-01,10,179.18
2024-03-01,11,193.24
2024-03-01,12,208.57
2024-03-01,13,185.26
2024-03-01,14,180.87
2024-03-01,15,168.05
2024-03-01,16,170.78
2024-03-01,17,182.88
2024-03-01,18,199.86
2024-03-01,19,190.26
2024-03-01,20,168.89
2024-03-01,21,147.26
2024-03-01,22,116.15
2024-03-01,23,99.09
2024-03-02,0,85.25
2024-03-02,1,75.99
2024-03-02,2,72.08
2024-03-02,3,70.0
2024-03-02,4,70.0
2024-03-02,5,72.91
2024-03-02,6,87.3
2024-03-02,7,100.64
2024-03-02,8,116.54
2024-03-02,9,148.33
2024-03-02,10,153.84
2024-03-02,11,169.2
2024-03-02,12,181.76
2024-03-02,13,170.4
2024-03-02,14,160.76
2024-03-02,15,157.74
2024-03-02,16,159.51
2024-03-02,17,169.18
2024-03-02,18,184.49
2024-03-02,19,165.51
2024-03-02,20,149.29
2024-03-02,21,131.21
2024-03-02,22,110.28
2024-03-02,23,92.16
2024-03-03,0,87.66
2024-03-03,1,76.65
2024-03-03,2,73.02
2024-03-03,3,70.0
2024-03-03,4,70.0
2024-03-03,5,72.36
2024-03-03,6,83.16
2024-03-03,7,93.59
2024-03-03,8,116.54
2024-03-03,9,144.99
2024-03-03,10,157.55
2024-03-03,11,168.97
2024-03-03,12,178.99
2024-03-03,13,169.96
2024-03-03,14,159.89
2024-03-03,15,148.35
2024-03-03,16,158.12
2024-03-03,17,166.94
2024-03-03,18,171.76
2024-03-03,19,172.95
2024-03-03,20,154.29
2024-03-03,21,135.33
2024-03-03,22,108.64
2024-03-03,23,89.7
2024-03-04,0,93.1
2024-03-04,1,84.56
2024-03-04,2,78.83
2024-03-04,3,78.0
2024-03-04,4,74.05
2024-03-04,5,77.89
2024-03-04,6,91.66
2024-03-04,7,107.0
2024-03-04,8,126.26
2024-03-04,9,161.92
2024-03-04,10,182.82
2024-03-04,11,188.08
2024-03-04,12,199.76
2024-03-04,13,188.81
2024-03-04,14,173.9
2024-03-04,15,169.94
2024-03-04,16,177.07
2024-03-04,17,189.75
2024-03-04,18,195.23
2024-03-04,19,194.75
2024-03-04,20,166.31
2024-03-04,21,150.41
2024-03-04,22,122.63
2024-03-04,23,96.14
2024-03-05,0,95.04
2024-03-05,1,85.1
2024-03-05,2,80.6
2024-03-05,3,76.2
2024-03-05,4,75.02
2024-03-05,5,79.45
2024-03-05,6,95.18
2024-03-05,7,110.51
2024-03-05,8,133.03
2024-03-05,9,156.9
2024-03-05,10,173.87
2024-03-05,11,184.54
2024-03-05,12,198.38
2024-03-05,13,189.11
2024-03-05,14,181.07
2024-03-05,15,170.02
2024-03-05,16,173.84
2024-03-05,17,177.31
2024-03-05,18,185.23
2024-03-05,19,186.75
2024-03-05,20,172.14
2024-03-05,21,150.06
2024-03-05,22,122.62
2024-03-05,23,99.68
2024-03-06,0,95.87
2024-03-06,1,84.56
2024-03-06,2,79.63
2024-03-06,3,78.02
2024-03-06,4,75.49
2024-03-06,5,79.0
2024-03-06,6,92.71
2024-03-06,7,110.34
2024-03-06,8,129.51
2024-03-06,9,163.53
2024-03-06,10,182.47
2024-03-06,11,193.8
2024-03-06,12,200.53
2024-03-06,13,195.8
2024-03-06,14,177.64
2024-03-06,15,168.66
2024-03-06,16,178.83
2024-03-06,17,184.2
2024-03-06,18,203.78
2024-03-06,19,189.1
2024-03-06,20,168.78
2024-03-06,21,149.48
2024-03-06,22,120.14
2024-03-06,23,104.69
2024-03-07,0,93.31
2024-03-07,1,83.86
2024-03-07,2,79.03
2024-03-07,3,78.33
2024-03-07,4,73.85
2024-03-07,5,80.43
2024-03-07,6,92.67
2024-03-07,7,109.99
2024-03-07,8,130.02
2024-03-07,9,159.07
2024-03-07,10,172.01
2024-03-07,11,188.75
2024-03-07,12,191.64
2024-03-07,13,188.63
2024-03-07,14,180.24
2024-03-07,15,169.08
2024-03-07,16,174.49
2024-03-07,17,182.12
2024-03-07,18,189.1
2024-03-07,19,187.84
2024-03-07,20,170.44
2024-03-07,21,145.36
2024-03-07,22,119.96
2024-03-07,23,105.27
2024-03-08,0,93.6
2024-03-08,1,84.32
2024-03-08,2,79.82
2024-03-08,3,76.4
2024-03-08,4,72.9
2024-03-08,5,80.58
2024-03-08,6,94.36
2024-03-08,7,107.75
2024-03-08,8,130.59
2024-03-08,9,163.77
2024-03-08,10,178.25
2024-03-08,11,180.26
2024-03-08,12,193.38
2024-03-08,13,188.95
2024-03-08,14,167.9
2024-03-08,15,172.64
2024-03-08,16,172.19
2024-03-08,17,186.05
2024-03-08,18,195.43
2024-03-08,19,187.33
2024-03-08,20,175.27
2024-03-08,21,148.3
2024-03-08,22,122.66
2024-03-08,23,103.23
2024-03-09,0,83.84
2024-03-09,1,76.26
2024-03-09,2,71.75
2024-03-09,3,70.0
2024-03-09,4,70.0
2024-03-09,5,71.83
2024-03-09,6,87.29
2024-03-09,7,97.96
2024-03-09,8,121.31
2024-03-09,9,150.0
2024-03-09,10,159.95
2024-03-09,11,167.33
2024-03-09,12,173.66
2024-03-09,13,167.89
2024-03-09,14,159.8
2024-03-09,15,156.19
2024-03-09,16,158.04
2024-03-09,17,165.93
2024-03-09,18,174.58
2024-03-09,19,167.08
2024-03-09,20,151.16
2024-03-09,21,133.96
2024-03-09,22,108.4
2024-03-09,23,88.15
2024-03-10,0,84.08
2024-03-10,1,74.02
2024-03-10,2,73.96
2024-03-10,3,70.0
2024-03-10,4,70.0
2024-03-10,5,73.25
2024-03-10,6,84.12
2024-03-10,7,102.59
2024-03-10,8,116.53
2024-03-10,9,145.42
2024-03-10,10,163.08
2024-03-10,11,164.42
2024-03-10,12,177.95
2024-03-10,13,177.69
2024-03-10,14,161.8
2024-03-10,15,157.83
2024-03-10,16,155.21
2024-03-10,17,170.37
2024-03-10,18,176.06
2024-03-10,19,172.12
2024-03-10,20,149.71
2024-03-10,21,136.6
2024-03-10,22,107.63
2024-03-10,23,92.31
2024-03-11,0,89.93
2024-03-11,1,82.49
2024-03-11,2,79.43
2024-03-11,3,78.63
2024-03-11,4,73.26
2024-03-11,5,79.67
2024-03-11,6,93.13
2024-03-11,7,109.81
2024-03-11,8,133.05
2024-03-11,9,164.86
2024-03-11,10,171.39
2024-03-11,11,185.73
2024-03-11,12,201.3
2024-03-11,13,191.26
2024-03-11,14,183.15
2024-03-11,15,174.79
2024-03-11,16,171.69
2024-03-11,17,189.51
2024-03-11,18,199.47
2024-03-11,19,182.42
2024-03-11,20,172.9
2024-03-11,21,152.09
2024-03-11,22,124.76
2024-03-11,23,99.71
2024-03-12,0,97.26
2024-03-12,1,81.78
2024-03-12,2,78.8
2024-03-12,3,79.71
2024-03-12,4,74.4
2024-03-12,5,79.3
2024-03-12,6,93.97
2024-03-12,7,112.19
2024-03-12,8,125.87
2024-03-12,9,163.38
2024-03-12,10,183.43
2024-03-12,11,191.16
2024-03-12,12,200.79
2024-03-12,13,184.42
2024-03-12,14,184.36
2024-03-12,15,170.62
2024-03-12,16,181.24
2024-03-12,17,186.8
2024-03-12,18,193.12
2024-03-12,19,192.01
2024-03-12,20,163.89
2024-03-12,21,153.54
2024-03-12,22,117.66
2024-03-12,23,100.78
2024-03-13,0,89.51
2024-03-13,1,84.26
2024-03-13,2,83.2
2024-03-13,3,79.06
2024-03-13,4,74.29
2024-03-13,5,77.08
2024-03-13,6,96.76
2024-03-13,7,111.47
2024-03-13,8,127.58
2024-03-13,9,160.09
2024-03-13,10,181.59
2024-03-13,11,192.43
2024-03-13,12,201.59
2024-03-13,13,189.19
2024-03-13,14,178.97
2024-03-13,15,169.3
2024-03-13,16,174.26
2024-03-13,17,185.54
2024-03-13,18,191.85
2024-03-13,19,188.17
2024-03-13,20,172.54
2024-03-13,21,151.61
2024-03-13,22,119.58
2024-03-13,23,100.61
2024-03-14,0,95.73
2024-03-14,1,85.61
2024-03-14,2,79.31
2024-03-14,3,78.0
2024-03-14,4,73.92
2024-03-14,5,78.07
2024-03-14,6,97.11
2024-03-14,7,112.32
2024-03-14,8,132.76
2024-03-14,9,160.4
2024-03-14,10,181.37
2024-03-14,11,191.46
2024-03-14,12,202.66
2024-03-14,13,193.74
2024-03-14,14,184.54
2024-03-14,15,167.5
2024-03-14,16,181.63
2024-03-14,17,189.82
2024-03-14,18,188.32
2024-03-14,19,189.3
2024-03-14,20,167.54
2024-03-14,21,150.15
2024-03-14,22,119.57
2024-03-14,23,99.61
2024-03-15,0,94.9
2024-03-15,1,86.71
2024-03-15,2,79.83
2024-03-15,3,74.7
2024-03-15,4,71.8
2024-03-15,5,79.18
2024-03-15,6,95.21
2024-03-15,7,106.17
2024-03-15,8,129.97
2024-03-15,9,159.94
2024-03-15,10,174.25
2024-03-15,11,196.11
2024-03-15,12,204.37
2024-03-15,13,187.9
2024-03-15,14,181.79
2024-03-15,15,169.6
2024-03-15,16,173.69
2024-03-15,17,186.09
2024-03-15,18,194.3
2024-03-15,19,191.12
2024-03-15,20,169.76
2024-03-15,21,149.55
2024-03-15,22,119.64
2024-03-15,23,101.68
2024-03-16,0,86.75
2024-03-16,1,77.59
2024-03-16,2,72.66
2024-03-16,3,70.0
2024-03-16,4,70.0
2024-03-16,5,72.38
2024-03-16,6,87.4
2024-03-16,7,98.55
2024-03-16,8,119.72
2024-03-16,9,147.98
2024-03-16,10,164.21
2024-03-16,11,164.84
2024-03-16,12,178.81
2024-03-16,13,171.05
2024-03-16,14,160.1
2024-03-16,15,153.29
2024-03-16,16,151.02
2024-03-16,17,164.87
2024-03-16,18,174.3
2024-03-16,19,173.91
2024-03-16,20,153.39
2024-03-16,21,131.58
2024-03-16,22,106.39
2024-03-16,23,89.87
2024-03-17,0,86.63
2024-03-17,1,78.1
2024-03-17,2,71.76
2024-03-17,3,70.89
2024-03-17,4,70.0
2024-03-17,5,70.26
2024-03-17,6,84.01
2024-03-17,7,98.67
2024-03-17,8,116.16
2024-03-17,9,150.81
2024-03-17,10,162.13
2024-03-17,11,165.29
2024-03-17,12,184.88
2024-03-17,13,169.42
2024-03-17,14,163.38
2024-03-17,15,149.11
2024-03-17,16,151.6
2024-03-17,17,160.28
2024-03-17,18,177.87
2024-03-17,19,179.73
2024-03-17,20,158.23
2024-03-17,21,133.44
2024-03-17,22,108.26
2024-03-17,23,91.24
2024-03-18,0,94.67
2024-03-18,1,84.21
2024-03-18,2,79.47
2024-03-18,3,80.14
2024-03-18,4,74.63
2024-03-18,5,81.11
2024-03-18,6,94.44
2024-03-18,7,108.9
2024-03-18,8,128.49
2024-03-18,9,157.32
2024-03-18,10,173.21
2024-03-18,11,185.99
2024-03-18,12,199.35
2024-03-18,13,187.4
2024-03-18,14,183.14
2024-03-18,15,173.55
2024-03-18,16,173.83
2024-03-18,17,181.78
2024-03-18,18,194.59
2024-03-18,19,189.86
2024-03-18,20,169.94
2024-03-18,21,156.01
2024-03-18,22,119.04
2024-03-18,23,102.3
2024-03-19,0,97.01
2024-03-19,1,83.65
2024-03-19,2,79.54
2024-03-19,3,79.82
2024-03-19,4,75.09
2024-03-19,5,79.86
2024-03-19,6,94.69
2024-03-19,7,109.86
2024-03-19,8,129.57
2024-03-19,9,162.0
2024-03-19,10,177.89
2024-03-19,11,192.25
2024-03-19,12,196.52
2024-03-19,13,189.48
2024-03-19,14,177.85
2024-03-19,15,172.25
2024-03-19,16,177.7
2024-03-19,17,186.45
2024-03-19,18,190.38
2024-03-19,19,193.37
2024-03-19,20,172.67
2024-03-19,21,146.43
2024-03-19,22,122.9
2024-03-19,23,98.93
2024-03-20,0,93.98
2024-03-20,1,85.6
2024-03-20,2,78.18
2024-03-20,3,76.48
2024-03-20,4,76.66
2024-03-20,5,78.45
2024-03-20,6,97.6
2024-03-20,7,110.46
2024-03-20,8,129.36
2024-03-20,9,159.77
2024-03-20,10,176.87
2024-03-20,11,190.14
2024-03-20,12,200.81
2024-03-20,13,189.84
2024-03-20,14,176.95
2024-03-20,15,169.31
2024-03-20,16,172.87
2024-03-20,17,190.58
2024-03-20,18,192.99
2024-03-20,19,188.31
2024-03-20,20,167.78
2024-03-20,21,149.84
2024-03-20,22,122.58
2024-03-20,23,100.89
2024-03-21,0,92.39
2024-03-21,1,85.83
2024-03-21,2,79.67
2024-03-21,3,75.51
2024-03-21,4,77.61
2024-03-21,5,81.87
2024-03-21,6,97.06
2024-03-21,7,110.04
2024-03-21,8,133.86
2024-03-21,9,161.01
2024-03-21,10,181.79
2024-03-21,11,190.93
2024-03-21,12,201.84
2024-03-21,13,188.56
2024-03-21,14,187.23
2024-03-21,15,163.04
2024-03-21,16,177.47
2024-03-21,17,181.19
2024-03-21,18,190.51
2024-03-21,19,187.41
2024-03-21,20,164.7
2024-03-21,21,154.01
2024-03-21,22,122.68
2024-03-21,23,98.62
2024-03-22,0,92.76
2024-03-22,1,85.75
2024-03-22,2,78.96
2024-03-22,3,78.48
2024-03-22,4,75.91
2024-03-22,5,82.18
2024-03-22,6,92.66
2024-03-22,7,112.94
2024-03-22,8,130.19
2024-03-22,9,160.62
2024-03-22,10,181.88
2024-03-22,11,188.04
2024-03-22,12,199.44
2024-03-22,13,190.39
2024-03-22,14,177.9
2024-03-22,15,169.75
2024-03-22,16,175.74
2024-03-22,17,181.69
2024-03-22,18,192.54
2024-03-22,19,190.63
2024-03-22,20,166.14
2024-03-22,21,148.87
2024-03-22,22,115.55
2024-03-22,23,101.0
2024-03-23,0,88.37
2024-03-23,1,77.77
2024-03-23,2,71.83
2024-03-23,3,70.0
2024-03-23,4,70.0
2024-03-23,5,71.62
2024-03-23,6,82.88
2024-03-23,7,100.57
2024-03-23,8,117.38
2024-03-23,9,148.23
2024-03-23,10,162.77
2024-03-23,11,167.15
2024-03-23,12,176.69
2024-03-23,13,173.08
2024-03-23,14,164.08
2024-03-23,15,147.83
2024-03-23,16,159.08
2024-03-23,17,167.74
2024-03-23,18,173.43
2024-03-23,19,172.87
2024-03-23,20,147.26
2024-03-23,21,136.26
2024-03-23,22,109.74
2024-03-23,23,88.58
2024-03-24,0,86.48
2024-03-24,1,77.02
2024-03-24,2,71.77
2024-03-24,3,70.5
2024-03-24,4,70.0
2024-03-24,5,71.23
2024-03-24,6,83.84
2024-03-24,7,99.96
2024-03-24,8,115.92
2024-03-24,9,144.81
2024-03-24,10,158.34
2024-03-24,11,169.84
2024-03-24,12,181.55
2024-03-24,13,175.26
2024-03-24,14,163.74
2024-03-24,15,157.56
2024-03-24,16,155.1
2024-03-24,17,165.92
2024-03-24,18,177.43
2024-03-24,19,168.65
2024-03-24,20,151.27
2024-03-24,21,135.51
2024-03-24,22,108.44
2024-03-24,23,88.13
2024-03-25,0,96.27
2024-03-25,1,87.07
2024-03-25,2,80.18
2024-03-25,3,78.17
2024-03-25,4,78.17
2024-03-25,5,78.57
2024-03-25,6,95.24
2024-03-25,7,114.14
2024-03-25,8,133.85
2024-03-25,9,156.71
2024-03-25,10,179.29
2024-03-25,11,194.25
2024-03-25,12,198.02
2024-03-25,13,193.47
2024-03-25,14,175.35
2024-03-25,15,170.47
2024-03-25,16,172.1
2024-03-25,17,190.21
2024-03-25,18,198.8
2024-03-25,19,185.27
2024-03-25,20,171.52
2024-03-25,21,149.47
2024-03-25,22,120.1
2024-03-25,23,101.7
2024-03-26,0,95.18
2024-03-26,1,84.46
2024-03-26,2,76.9
2024-03-26,3,78.24
2024-03-26,4,75.66
2024-03-26,5,80.1
2024-03-26,6,98.21
2024-03-26,7,112.42
2024-03-26,8,128.55
2024-03-26,9,162.9
2024-03-26,10,179.83
2024-03-26,11,191.17
2024-03-26,12,202.07
2024-03-26,13,190.94
2024-03-26,14,183.32
2024-03-26,15,172.89
2024-03-26,16,175.57
2024-03-26,17,187.42
2024-03-26,18,192.7
2024-03-26,19,183.96
2024-03-26,20,171.82
2024-03-26,21,144.82
2024-03-26,22,121.66
2024-03-26,23,99.32
2024-03-27,0,92.65
2024-03-27,1,87.93
2024-03-27,2,78.38
2024-03-27,3,78.72
2024-03-27,4,76.81
2024-03-27,5,81.41
2024-03-27,6,93.42
2024-03-27,7,108.3
2024-03-27,8,129.82
2024-03-27,9,157.46
2024-03-27,10,176.66
2024-03-27,11,197.64
2024-03-27,12,203.72
2024-03-27,13,186.01
2024-03-27,14,178.9
2024-03-27,15,173.21
2024-03-27,16,170.73
2024-03-27,17,184.16
2024-03-27,18,197.57
2024-03-27,19,191.75
2024-03-27,20,164.9
2024-03-27,21,150.13
2024-03-27,22,118.48
2024-03-27,23,102.86
2024-03-28,0,94.64
2024-03-28,1,85.25
2024-03-28,2,77.42
2024-03-28,3,78.56
2024-03-28,4,74.47
2024-03-28,5,81.03
2024-03-28,6,93.58
2024-03-28,7,106.27
2024-03-28,8,131.73
2024-03-28,9,165.64
2024-03-28,10,181.93
2024-03-28,11,190.98
2024-03-28,12,197.95
2024-03-28,13,189.5
2024-03-28,14,179.36
2024-03-28,15,169.91
2024-03-28,16,176.92
2024-03-28,17,184.37
2024-03-28,18,198.52
2024-03-28,19,187.02
2024-03-28,20,168.02
2024-03-28,21,150.13
2024-03-28,22,119.05
2024-03-28,23,101.22
2024-03-29,0,95.43
2024-03-29,1,83.13
2024-03-29,2,81.11
2024-03-29,3,79.3
2024-03-29,4,74.11
2024-03-29,5,79.19
2024-03-29,6,98.09
2024-03-29,7,109.47
2024-03-29,8,131.27
2024-03-29,9,161.31
2024-03-29,10,175.15
2024-03-29,11,189.82
2024-03-29,12,203.88
2024-03-29,13,187.62
2024-03-29,14,182.0
2024-03-29,15,163.92
2024-03-29,16,175.96
2024-03-29,17,179.64
2024-03-29,18,195.22
2024-03-29,19,195.85
2024-03-29,20,167.59
2024-03-29,21,153.58
2024-03-29,22,117.71
2024-03-29,23,96.97
2024-03-30,0,84.7
2024-03-30,1,76.23
2024-03-30,2,70.93
2024-03-30,3,70.0
2024-03-30,4,70.0
2024-03-30,5,71.37
2024-03-30,6,85.46
2024-03-30,7,98.44
2024-03-30,8,114.81
2024-03-30,9,140.17
2024-03-30,10,160.79
2024-03-30,11,172.9
2024-03-30,12,181.6
